1.10   6.1398   0.2786  3.6592  3.792  6.3314  774.5070  0.1665
1.10   6.3147   0.1535  3.6592  3.917  7.1056  481.3892  0.0210
1.10   6.4952   0.0291  3.6587  4.039  7.0735  367.6537  0.0170
1.10   6.6747  -0.0820  3.6591  4.152  6.9974  288.6285  0.0154
1.10   6.8372  -0.1585  3.6625  4.242  6.9089  227.3159  0.0147
1.10   6.9804  -0.1878  3.6715  4.307  6.7943  176.0602  0.0155
1.10   7.1008  -0.1610  3.6875  4.345  6.6888  136.0621  0.0166
1.10   7.1944  -0.0874  3.7082  4.354  6.5680   99.5693  0.0192
1.10   7.2665   0.0132  3.7298  4.340  6.4190   74.0069  0.0246
1.10   7.3238   0.1184  3.7504  4.317  6.2441   49.6876  0.0335
1.10   7.3753   0.1770  3.7671  4.325  6.0687   33.2003  0.0421
1.10   7.4406   0.0817  3.7702  4.433  6.0379   29.3819  0.0317
1.10   7.8239   0.0363  3.7672  4.466  6.0558   31.1732  0.0284
1.10   8.8634   0.0830  3.7750  4.450  5.9838   26.4771  0.1132
1.10   9.1382   0.1097  3.7769  4.431  5.9587   25.5415  0.7142
1.10   9.2992   0.1358  3.7783  4.411  5.9306   25.0656  1.2832
1.10   9.4113   0.1616  3.7794  4.389  5.9424   24.0233  1.6193
1.10   9.4956   0.1870  3.7802  4.367  5.9118   23.2075  2.0724
1.10   9.5621   0.2117  3.7807  4.345  5.9213   21.6360  2.3301
1.10   9.6164   0.2356  3.7809  4.322  5.8861   21.7248  2.8435
1.10   9.6602   0.2575  3.7807  4.299  5.8897   21.7490  3.1239
