0.80   6.4467  -0.1640  3.6329  3.991  5.5233  771.8766  0.5323
0.80   6.6080  -0.2817  3.6305  4.099  7.0952  499.8347  0.0112
0.80   6.7738  -0.3991  3.6277  4.205  7.0908  385.8631  0.0088
0.80   6.9497  -0.5138  3.6256  4.311  7.0230  307.0816  0.0080
0.80   7.1170  -0.6031  3.6262  4.403  6.9411  246.8033  0.0076
0.80   7.2670  -0.6527  3.6312  4.473  6.8383  194.5481  0.0079
0.80   7.3993  -0.6537  3.6426  4.519  6.7399  151.2482  0.0083
0.80   7.5094  -0.6019  3.6613  4.542  6.6210  117.2680  0.0094
0.80   7.6060  -0.5201  3.6868  4.563  6.4826   85.6475  0.0114
0.80   7.7251  -0.5483  3.6962  4.628  6.4029   71.4448  0.0109
0.80   8.5151  -0.5951  3.6890  4.646  6.4462   74.2154  0.0233
0.80   9.3694  -0.5639  3.6931  4.632  6.4460   72.7982  0.5409
0.80   9.6395  -0.5370  3.6967  4.619  6.4304   72.2183  0.8454
0.80   9.8046  -0.5087  3.7003  4.605  6.4300   70.4832  1.0655
0.80   9.9238  -0.4784  3.7040  4.590  6.4048   69.0212  1.3341
0.80  10.0174  -0.4457  3.7078  4.572  6.4049   68.7712  1.5292
0.80  10.0945  -0.4099  3.7115  4.551  6.3705   66.9953  1.8681
0.80  10.1603  -0.3704  3.7153  4.527  6.3707   67.5789  2.0959
0.80  10.2184  -0.3257  3.7189  4.497  6.3711   66.7305  2.3600
0.80  10.2716  -0.2727  3.7225  4.458  6.3715   65.2494  2.7056
0.80  10.3167  -0.2136  3.7253  4.410  6.3712   66.9001  3.1736
