0.70   6.5852  -0.3571  3.6201  4.075  6.1777  774.1079  0.0988
0.70   6.7251  -0.4601  3.6172  4.166  7.0848  516.5227  0.0099
0.70   6.8684  -0.5628  3.6143  4.257  7.1012  411.9073  0.0078
0.70   7.0203  -0.6651  3.6117  4.349  7.0478  337.9253  0.0071
0.70   7.1759  -0.7573  3.6107  4.437  6.9798  274.9989  0.0067
0.70   7.3188  -0.8226  3.6124  4.510  6.8997  226.7009  0.0067
0.70   7.4495  -0.8550  3.6183  4.566  6.8147  183.2679  0.0069
0.70   7.5681  -0.8482  3.6295  4.603  6.7254  145.4586  0.0074
0.70   7.6743  -0.8066  3.6455  4.626  6.6111  112.4913  0.0086
0.70   7.7956  -0.7756  3.6616  4.659  6.5167   90.1910  0.0095
0.70   7.9823  -0.8670  3.6506  4.707  6.5226   91.5843  0.0095
0.70   9.3638  -0.8354  3.6526  4.683  6.5398   93.9092  0.5086
0.70   9.7060  -0.8129  3.6554  4.672  6.5391   96.0995  0.8163
0.70   9.8965  -0.7895  3.6585  4.661  6.5385   92.0792  1.0446
0.70  10.0292  -0.7646  3.6618  4.649  6.5170  101.4386  1.3012
0.70  10.1314  -0.7377  3.6654  4.637  6.5157   91.1802  1.4917
0.70  10.2149  -0.7082  3.6694  4.623  6.5139   88.2939  1.6771
0.70  10.2860  -0.6754  3.6738  4.608  6.4899   85.9206  1.9622
0.70  10.3482  -0.6387  3.6786  4.590  6.4871   84.7362  2.1754
0.70  10.4020  -0.5983  3.6835  4.570  6.4839   84.7964  2.4080
0.70  10.4478  -0.5551  3.6885  4.546  6.4805   84.6342  2.6662
