1.00  6.2324  0.1467 3.6524 3.855  6.3275  766.6288   0.1436
1.00  6.4053  0.0217 3.6513 3.976  7.1018  488.2106   0.0183
1.00  6.5840 -0.1029 3.6499 4.095  7.0810  369.1187   0.0146
1.00  6.7666 -0.2172 3.6494 4.207  7.0074  291.4590   0.0131
